city_label,city_name,measured_at,aqi,dominentpol,idx,lat,lon,co,pm25,pm10,t,h,o3,p,w,dew
Hưng Yên/Sở TNMT - 437 Nguyễn Văn Linh,"Hưng Yên/Sở TNMT - 437 Nguyễn Văn Linh, Tp Hưng Yên, Vietnam",2025-09-29T14:00:00+07:00,64,pm25,13683,20.661683,106.058761,,64,53,25,100,7,1004,7.2,25
