city_label,city_name,measured_at,aqi,dominentpol,idx,lat,lon,co,pm25,pm10,t,h,o3,p,w,dew
Sơn La/P. Tô Hiệu - KTTV - Trạm cảm biến,"Sơn La/P. Tô Hiệu - KTTV - Trạm cảm biến, Vietnam",2025-04-09T07:00:00+07:00,17,pm25,13663,21.331983,103.905326,,17,11,19.6,89.9,,935.6,1,17.9
